id,number,team_name,robot_name,organization,city,region,country,program_id,program_name,grade
50005,53E,Area 53 Alien Raiders,,Greenbelt Robotics Team,Greenbelt,Maryland,United States,1,VEX V5 Robotics Competition,High School
50006,53F,Area 53 Alien Raiders,53F,Eleanor Roosevelt High School,Greenbelt,Maryland,United States,1,VEX V5 Robotics Competition,High School
74161,593C,Oakdale C Team,,OAKDALE HIGH,Ijamsville,Maryland,United States,1,VEX V5 Robotics Competition,High School
139442,676D,SMRC Lucky Duckies,Sterald,Southern Maryland Robotics Club,La Plata,Maryland,United States,1,VEX V5 Robotics Competition,High School
157254,676V,SMRC Marauders,Spork,Southern Maryland Robotics Club,La Plata,Maryland,United States,1,VEX V5 Robotics Competition,High School
5181,898A,Kaizen,,Thomas Stone High School,Waldorf,Maryland,United States,1,VEX V5 Robotics Competition,High School
51802,929N,RagingBulls,Look-At-Me-Now,Hereford High School,Parkton,Maryland,United States,1,VEX V5 Robotics Competition,High School
40231,929S,929Sniper,ScrapBot,HEREFORD HIGH,Parkton,Maryland,United States,1,VEX V5 Robotics Competition,High School
40234,929T,929Tortugas,Dinky,HEREFORD HIGH,Parkton,Maryland,United States,1,VEX V5 Robotics Competition,High School
26011,929V,Hereford Zone Robotics Vengeance,Vengeance,Hereford High School,Parkton,Maryland,United States,1,VEX V5 Robotics Competition,High School
26005,929X,929eXcaliper,Half-Pint,HEREFORD HIGH,Parkton,Maryland,United States,1,VEX V5 Robotics Competition,High School
35836,934A,Team 934A,Spacey,TOWSON HIGH LAW & PUBLIC POLICY,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
47080,934Z,Towson Terminators,Zeb,TOWSON HIGH LAW & PUBLIC POLICY,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
179453,960Y,Perry Hall High School,Gators,Perry Hall High School,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
163080,960Z,Perry Hall High School,Z,Perry Hall High School,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
169980,1658T,Tailwind,,AOE Robotics Club,Rockville,Maryland,United States,1,VEX V5 Robotics Competition,High School
4546,1727A,REX,REX,Dulaney High School,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
157736,1727K,REX,,Dulaney High School,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
157735,1727R,REX,,Dulaney High School,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
176068,1727V,REX,,Dulaney High School,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
42892,1727X,REX,REX,DULANEY HIGH,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
133690,1727Y,REX,,Dulaney High School,Timonium,Maryland,United States,1,VEX V5 Robotics Competition,High School
131923,1893A,Baltimore Polytechnic Institute,High Tech Parrot,BALTIMORE POLYTECHNIC INSTITUTE,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
34204,5525A,Panthers,PAXNATION,Patuxent High School,Lusby,Maryland,United States,1,VEX V5 Robotics Competition,High School
147742,5588B,Calvert Hall Cardinals,Vex,CALVERT HALL COLLEGE HIGH SCHOOL,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
54441,5588E,Calvert Hall Cardinals,Calvert,CALVERT HALL COLLEGE HIGH SCHOOL,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
35872,5588H,Calvert Hall Cardinals,St. John Baptiste,CALVERT HALL COLLEGE HIGH SCHOOL,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
36238,5839B,Eastern Tech Team B,Tech B,EASTERN TECHNICAL HIGH SCHOOL,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
36055,5977A,Warriors,Samuel,LA PLATA HIGH SCHOOL,La Plata,Maryland,United States,1,VEX V5 Robotics Competition,High School
59274,7135E,Loyola Robotics-E,,Loyola Blakefield,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
75767,7135F,Loyola Robotics-F,,LOYOLA BLAKEFIELD,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
148967,7135R,Loyola Robotics-R,,Loyola Blakefield,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
128429,7135Z,Loyola Robotics - Z,Loyola Robotics,Loyola Blakefield,Towson,Maryland,United States,1,VEX V5 Robotics Competition,High School
75820,9080C,Sleeping Dragon,Rebel Robotics 9080C,SOUTH HAGERSTOWN HIGH,Hagerstown,Maryland,United States,1,VEX V5 Robotics Competition,High School
69062,9080R,Rebel Crusaders,Rebel Robotics 9080R,SOUTH HAGERSTOWN HIGH,Hagerstown,Maryland,United States,1,VEX V5 Robotics Competition,High School
53633,9080S,Rebellious Misfits,Rebel Robotics 9080S,SOUTH HAGERSTOWN HIGH,Hagerstown,Maryland,United States,1,VEX V5 Robotics Competition,High School
149186,12699A,Agility Network Robotics - Mantis,Mantis,The Agility Network,Owings Mills,Maryland,United States,1,VEX V5 Robotics Competition,High School
154569,20096G,Guardians,GUARD,Guardians Robotics,Poolesville,Maryland,United States,1,VEX V5 Robotics Competition,High School
140974,21078A,Gears & Spears,,HAVRE DE GRACE HIGH,Havre De Grace,Maryland,United States,1,VEX V5 Robotics Competition,High School
161857,21078B,Gears & Spears,,HAVRE DE GRACE HIGH,Havre De Grace,Maryland,United States,1,VEX V5 Robotics Competition,High School
131742,21217A,H.U.H.,It's coming,"STEM Center of Excellence, Inc.",Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
169933,23382H,Fifth Dimension,,Weestar,North Potomac,Maryland,United States,1,VEX V5 Robotics Competition,High School
106645,26648B,Alt-F Score,STEVE,BROADNECK HIGH,Annapolis,Maryland,United States,1,VEX V5 Robotics Competition,High School
179267,26648X,X-Caliber,X-Caliber,BROADNECK HIGH,Annapolis,Maryland,United States,1,VEX V5 Robotics Competition,High School
119074,66852A,Dreamers,Skyline,Maryland School f/t Deaf,Frederick,Maryland,United States,1,VEX V5 Robotics Competition,High School
174464,68186A,Airheads,,AOE Robotics Club,Rockville,Maryland,United States,1,VEX V5 Robotics Competition,High School
166813,76763A,Cyber Knights,,NORTH COUNTY HIGH,Glen Burnie,Maryland,United States,1,VEX V5 Robotics Competition,High School
168097,76763B,Cyber Knights,,NORTH COUNTY HIGH,Glen Burnie,Maryland,United States,1,VEX V5 Robotics Competition,High School
86164,79666A,Robo Knights,,BALTIMORE CITY COLLEGE,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
178147,93330A,Air Force Parrots,,BALTIMORE POLYTECHNIC INSTITUTE,Baltimore,Maryland,United States,1,VEX V5 Robotics Competition,High School
79129,96807A,BHS1,Behemoth,BOONSBORO HIGH,Boonsboro,Maryland,United States,1,VEX V5 Robotics Competition,High School
142898,28466Z,Vortex,,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Colorado Springs,Colorado,United States,1,VEX V5 Robotics Competition,Middle School
133884,52800U,Unicorns,,SOARING HEIGHTS PK-8,Erie,Colorado,United States,1,VEX V5 Robotics Competition,Middle School
79414,373A,R4Robotics,,R4Creating,Rio Rancho,New Mexico,United States,1,VEX V5 Robotics Competition,High School
173042,6383C,Goofy Goobers,Tood,MESCALERO APACHE SCHOOL,Mescalero,New Mexico,United States,1,VEX V5 Robotics Competition,High School
173043,6383D,Crash Out Bandits',,MESCALERO APACHE SCHOOL,Mescalero,New Mexico,United States,1,VEX V5 Robotics Competition,High School
51129,6467A,N.W.A (Natives With Attitudes),Uncle Wuuye,Mescalero Apache School,Mescalero,New Mexico,United States,1,VEX V5 Robotics Competition,High School
50508,6645A,Anti-Bevel Gear Coalition,Dan Lowes IV,THE ASK ACADEMY,Rio Rancho,New Mexico,United States,1,VEX V5 Robotics Competition,High School
59204,8776A,Arrowhead Robotics,,ARROWHEAD PARK MEDICAL ACADEMY,Las Cruces,New Mexico,United States,1,VEX V5 Robotics Competition,High School
179459,20017A,Atlas,Atlas,MORIARTY HIGH,Moriarty,New Mexico,United States,1,VEX V5 Robotics Competition,High School
182835,20017B,Phil,Phil,MORIARTY HIGH,Moriarty,New Mexico,United States,1,VEX V5 Robotics Competition,High School
162459,37004B,CHS Team 2,JK :),CLEVELAND HIGH SCHOOL,Rio Rancho,New Mexico,United States,1,VEX V5 Robotics Competition,High School
151840,39169A,Carlsbad Cavemen,Cave Bot 1,CARLSBAD HIGH,Carlsbad,New Mexico,United States,1,VEX V5 Robotics Competition,High School
159534,39169B,Carlsbad Cavemen,Cave Bot 2,CARLSBAD HIGH,Carlsbad,New Mexico,United States,1,VEX V5 Robotics Competition,High School
114582,48778C,Eagle 3,CTRV,NAVAJO PREPARATORY SCHOOL,Farmington,New Mexico,United States,1,VEX V5 Robotics Competition,High School
132767,48778D,Eagle 4,,NAVAJO PREPARATORY SCHOOL,Farmington,New Mexico,United States,1,VEX V5 Robotics Competition,High School
113621,55885S,Sketch,,LA CUEVA HIGH,Albuqerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
117487,55885X,Inquisitor,Uh Oopa,LA CUEVA HIGH,Albuqerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
118312,55885Y,Artemis,Artemis,LA CUEVA HIGH,Albuqerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
180570,56349A,Alamo Navajo High A,,Alamo Navajo Community School,Alamo Navajo Reservation,New Mexico,United States,1,VEX V5 Robotics Competition,High School
99934,56847C,Bosque School Upper School Team 1,,Bosque School,Albuquerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
82541,64846A,Cibola Robotics,Dunk-accino,CIBOLA HIGH,Albuquerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
96909,64846B,Cibola Robotics,Brutus XXIII,CIBOLA HIGH,Albuquerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
136248,65059A,nex+Gen Griffins,Grif,NEX GEN ACADEMY,Albuquerque,New Mexico,United States,1,VEX V5 Robotics Competition,High School
157269,69580A,Odonata,,New Mexico Military Institute,Roswell,New Mexico,United States,1,VEX V5 Robotics Competition,High School
175416,69580X,The X axis,,New Mexico Military Institute,Roswell,New Mexico,United States,1,VEX V5 Robotics Competition,High School
175417,69580Z,Blindsided,,New Mexico Military Institute,Roswell,New Mexico,United States,1,VEX V5 Robotics Competition,High School
158460,70540A,OCTONAUTS,Scuttle,EAST MOUNTAIN HIGH SCHOOL,Sandia Park,New Mexico,United States,1,VEX V5 Robotics Competition,High School
137047,82228A,Scorp Handlers,Scorp Bot,FARMINGTON SENIOR HIGH SCHOOL,Farmington,New Mexico,United States,1,VEX V5 Robotics Competition,High School
143709,82228B,The Grym Reapers,Grym,FARMINGTON SENIOR HIGH SCHOOL,Farmington,New Mexico,United States,1,VEX V5 Robotics Competition,High School
150117,82228C,TeamBlade,,FARMINGTON SENIOR HIGH SCHOOL,Farmington,New Mexico,United States,1,VEX V5 Robotics Competition,High School
28684,81A,VEXMEN: Armageddon,Armageddon,Brandywine Robotics Inc.,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
154711,81U,VEXMEN: Juggernaut,Juggernaut,Brandywine Robotics Inc.,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
35851,81X,VEXMEN: Dark Phoenix,Dark Phoenix,Brandywine Robotics Inc.,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
65131,81Y,VEXMEN: Paradox,Paradox,Brandywine Robotics Inc.,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
156826,91U,VEXMEN: Luminous,Luminous,Brandywine Robotics Inc.,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
5436,101A,Radnor Robotics,,RADNOR SHS,Radnor,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
5441,101B,Radnor Robotics,RadierBot,RADNOR SHS,Radnor,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
8548,169A,The Cavalry,Alpha,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
8551,169B,The Cavalry,Bravo,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
9232,169E,The Cavalry,Echo,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
29692,169Y,The Cavalry,Yankee,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
29695,169Z,The Cavalry,Zulu,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
291,197A,Aegis,,HARRITON SHS,Rosemont,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
81058,197B,βim βop βoom βoom βoom βop βaæææægël,the type of bagel you wouldnt understand.,Harriton Senior High School,Rosemont,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
93049,197C,Chronos,TEAM C,Harriton Senior High School,Rosemont,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
154167,197E,Ethereus,,Harriton Senior High School,Rosemont,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
131732,242R,The Firebirds,,HOLY GHOST PREP,Bensalem,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
114770,242S,The Silly Guys,Silly Bot,HOLY GHOST PREP,Bensalem,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
160094,242V,Vsauce,,HOLY GHOST PREP,Bensalem,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
94551,242W,Wombo Combo,,Holy Ghost Preparatory,Bensalem,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
94552,242X,Murphy,,Holy Ghost Preparatory,Bensalem,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
40285,255D,Norristown Robotics - Dinos,,NORRISTOWN AREA HIGH SCHOOL,Norristown,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
94612,255K,Norristown Robotics - K,,Norristown Area High School,Norristown,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
22825,255M,Norristown Robotics - Midnight Moon,,NORRISTOWN AREA HIGH SCHOOL,Norristown,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
155709,293Y,Eclypse,,Echo Robotics,Malvern,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
108557,293Z,Equinox,,Echo Robotics,Malvern,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
139128,717A,Magnus Robotics,,Magnus Robotics,Harrisburg,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
112056,729S,Scitus,,Downingtown Robotics,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
128470,842T,Nova,Nova,Nova,Chester Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
10030,1267B,Knights Robotics,,DELAWARE COUNTY CHRISTIAN SCHOOL,Newtown Square,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
30391,1267E,Knights: Extracurricular Activity,ethan,DELAWARE COUNTY CHRISTIAN SCHOOL,Newtown Square,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
19852,1267V,Knights: Vulcan,Infinitely Adjustable Knight,Delaware County Christian School,Newtown Square,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
159744,1723A,Burza,,MERCERSBURG ACADEMY,Mercersburg,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
166349,1723B,Borrasca,,MERCERSBURG ACADEMY,Mercersburg,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
166351,1723D,Dyaus,,MERCERSBURG ACADEMY,Mercersburg,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
60321,3327A,Artemis,Luna,SPRING-FORD SHS 9-12 CTR,Royersford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
66427,3327B,Team Bruce,,SPRING-FORD SHS 9-12 CTR,Royersford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
66428,3327C,Chronos,Chronos,SPRING-FORD SHS 9-12 CTR,Royersford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
95457,3327E,Eyesight,,SPRING-FORD SHS 9-12 CTR,Royersford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
139164,3327H,Hydra,,SPRING-FORD SHS 9-12 CTR,Royersford,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
31624,3701A,Arthur,Guinevere,LOYALSOCK TWP SHS,Williamsport,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
60031,6121A,The Pioneers,Stoga-A,CONESTOGA SHS,Berwyn,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
60032,6121B,The Pioneers,Stoga-B,CONESTOGA SHS,Berwyn,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
78265,6121C,The Pioneers,Stoga-C,CONESTOGA SHS,Berwyn,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
108654,6121D,The Pioneers,Stoga-D,CONESTOGA SHS,Paoli,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
117453,6121E,The Pioneers,Stoga-E,CONESTOGA SHS,Berwyn,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
117454,6121F,The Pioneers,Stoga-F,CONESTOGA SHS,Berwyn,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
99820,7518C,Overcooked,,GREAT VALLEY HIGH SCHOOL,Malvern,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
99821,7518D,Nebula,Nebula,GREAT VALLEY HIGH SCHOOL,Malvern,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
58172,8114A,Cherry and Steel 1,Sinnuhmin,BERMUDIAN SPRINGS HIGH SCHOOL,York Springs,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
57793,8637A,Antiderivative,GA001,GERMANTOWN ACADEMY,Fort Washington,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
151379,8637D,Germantown Academy 4,,GERMANTOWN ACADEMY,Fort Washington,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
122651,23184A,CEC Robo Eagles - Aloha,Francois,CONWELL EGAN CATHOLIC HIGH SCHOOL,Fairless Hills,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
149345,23184C,CEC Robo Eagles - Cursed,,CONWELL EGAN CATHOLIC HIGH SCHOOL,Fairless Hills,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
177333,23184D,CEC Robo Eagles - Discontinued Disaster,,CONWELL EGAN CATHOLIC HIGH SCHOOL,Fairless Hills,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
174099,41819B,DTown Robotics B,Low Stakes,DALLASTOWN AREA SHS,Dallastown,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
73722,45525A,New Hope-Solebury HS,Alpha,NEW HOPE-SOLEBURY HIGH SCHOOL,New Hope,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
132825,45525C,Seismic,Cosmos,NEW HOPE-SOLEBURY HIGH SCHOOL,New Hope,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
132778,46779A,Grayson Gotlin,,THE GRAYSON SCHOOL,Radnor,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
145790,46779B,Grayson G Sharp,,The Grayson School,Radnor,Pennsylvania,United States,1,VEX V5 Robotics Competition,High School
165447,30029B,Code X,,SJPF,Thompson,North Dakota,United States,1,VEX V5 Robotics Competition,High School
118593,58072B,Ring Ranchers,,VALLEY CITY HIGH SCHOOL,Valley City,North Dakota,United States,1,VEX V5 Robotics Competition,High School
177949,58072D,Boyd's Boys,,VALLEY CITY HIGH SCHOOL,Valley City,North Dakota,United States,1,VEX V5 Robotics Competition,High School
172140,58072J,The Calling of the Mocking Jays,Ginger,VALLEY CITY HIGH SCHOOL,Valley City,North Dakota,United States,1,VEX V5 Robotics Competition,High School
136139,76151A,Guardians of the Galaxy (S24),Samsung,GRAFTON HIGH SCHOOL,Grafton,North Dakota,United States,1,VEX V5 Robotics Competition,High School
126484,76151H,Becoming Potatoes,Tater Tot,Grafton High School,Grafton,North Dakota,United States,1,VEX V5 Robotics Competition,High School
75550,96671A,Big Cheese,Bob Bump,RED RIVER HIGH SCHOOL,Grand Forks,North Dakota,United States,1,VEX V5 Robotics Competition,High School
176749,96671E,Dapper Droids,R2,RED RIVER HIGH SCHOOL,Grand Forks,North Dakota,United States,1,VEX V5 Robotics Competition,High School
85133,96671G,Somewhat Functional,,RED RIVER HIGH SCHOOL,Grand Forks,North Dakota,United States,1,VEX V5 Robotics Competition,High School
132874,96671S,Red River Robotics,,RED RIVER HIGH SCHOOL,Grand Forks,North Dakota,United States,1,VEX V5 Robotics Competition,High School
163494,96671V,Quad Aces,,RED RIVER HIGH SCHOOL,Grand Forks,North Dakota,United States,1,VEX V5 Robotics Competition,High School
796,40A,The Sonic Burrito,Babalouie,TRINITY HIGH SCHOOL,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
37159,134F,Team Discovery - Foxtrot,,PEMBROKE ACADEMY,Pembroke,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
49972,134K,Kilo,,PEMBROKE ACADEMY,Pembroke,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
21814,241B,Blitz,Blitz,PINKERTON ACADEMY,Derry,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
21817,241C,Chaos,Chaos,PINKERTON ACADEMY,Derry,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
28897,241E,Eclipse,Eclipse,PINKERTON ACADEMY,Derry,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
119408,241H,Helix,Helix,Pinkerton Academy,Derry,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
119409,241J,Juggernaut,Juggernaut,Pinkerton Academy,Derry,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
69066,603B,I DON'T KNOW,I DON'T KNOW,BELMONT HIGH SCHOOL,Belmont,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
71079,603C,BIOHAZARD,BIOHAZARD,BELMONT MIDDLE SCHOOL,Belmont,New Hampshire,United States,1,VEX V5 Robotics Competition,Middle School
170009,603K,KNOCKOUT,KNOCKOUT,BELMONT HIGH SCHOOL,Belmont,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
154614,603S,SHOCKWAVE,SHOCKWAVE,BELMONT HIGH SCHOOL,Belmont,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
163828,3042H,The Big Pelicans,Roe Jogan,RANDOLPH UNION HIGH SCHOOL,Randolph,Vermont,United States,1,VEX V5 Robotics Competition,High School
115955,3042R,The Ionizers,ionBot,RANDOLPH UNION HIGH SCHOOL,Randolph,Vermont,United States,1,VEX V5 Robotics Competition,High School
139238,3042U,RU Ghosts,Mr. Ghost,RANDOLPH UNION HIGH SCHOOL,Randolph,Vermont,United States,1,VEX V5 Robotics Competition,High School
162918,3773C,BowBots - Carbon (C),Carbon,Bow High School,Bow,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
144474,3773P,BowBots - Phosphorus (P),Phosphorus,Bow High School,Bow,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
94609,3773Y,Bowbots - Yttrium (Y),Yttrium,Bow High School,Bow,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
19801,4886A,Arachnid,The Ant,THETFORD ACADEMY,Thetford Center,Vermont,United States,1,VEX V5 Robotics Competition,Middle School
114003,4886S,String Theory,Aden,Thetford Academy,Thetford Center,Vermont,United States,1,VEX V5 Robotics Competition,High School
114004,4886W,Wiseguys,,Thetford Academy,Thetford Center,Vermont,United States,1,VEX V5 Robotics Competition,High School
46588,4886X,X-factor,,Thetford Academy,Thetford,Vermont,United States,1,VEX V5 Robotics Competition,High School
114010,4886Y,Yogurt,Yogurt Squeeze,THETFORD ACADEMY,Thetford Center,Vermont,United States,1,VEX V5 Robotics Competition,High School
33424,5106B,Kennett Coders Bombshell,Bombshell,Kennett High School,North Conway,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
61242,6447A,Falcon Robotics,,NORTH COUNTRY SENIOR UHSD #22,Newport,Vermont,United States,1,VEX V5 Robotics Competition,High School
107072,20858A,ROBO-HAWKS,,EXETER HIGH SCHOOL,Exeter,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
131114,20858B,Sauron,Sauron,EXETER HIGH SCHOOL,Exeter,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
146222,20858C,ROBO-HAWKS C,,EXETER HIGH SCHOOL,Exeter,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
146223,20858D,JV Robotics,,EXETER HIGH SCHOOL,Exeter,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
113516,77275A,The Awesome Affagatos,,Spark Academy,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
127298,77275B,Hello Kitty,,Spark Academy,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
127299,77275C,The Crispy Cheesecakes,,Spark Academy,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
127300,77275D,Sprinkles,,Spark Academy,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
177692,77275H,The Heavenly Honeycombs,,Spark Academy,Manchester,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
64365,99119B,PRHS Barely Functioning Bot,Barely Functioning Bot,Plymouth Regional High School,Plymouth,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
88794,99212C,Ursa Major C,,COE-BROWN NORTHWOOD ACADEMY,Northwood,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
91450,99212D,Ursa Major D,Dubhe,Coe-Brown Northwood Academy,Northwood,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
138847,99212G,Ursa Major G,,Coe-Brown Northwood Academy,Northwood,New Hampshire,United States,1,VEX V5 Robotics Competition,High School
87453,94M,m&m's,m&m's,COMMUNITY SCHOOL OF NAPLES,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
87350,94R,Risky Business,,Community School of Naples,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
87283,94S,Sigma's,,COMMUNITY SCHOOL OF NAPLES,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
87282,94T,Tiny Titans,,COMMUNITY SCHOOL OF NAPLES,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
124953,94V,Mogwarts,Mogwarts,COMMUNITY SCHOOL OF NAPLES,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
83879,94Z,The LegaZ’s,,COMMUNITY SCHOOL OF NAPLES,Naples,Florida,United States,1,VEX V5 Robotics Competition,High School
81039,360X,Full Circle,深圳的骄傲,Vexcellent Minds,Coral Gables,Florida,United States,1,VEX V5 Robotics Competition,High School
82284,503A,Warrior Robotics,,"WESTMINSTER CHRISTIAN PRIVATE SCHOOL, INC.",Palmetto Bay,Florida,United States,1,VEX V5 Robotics Competition,High School
163715,4154E,U.S.S.R.,кобальт,NSU UNIVERSITY SCHOOL,Fort Lauderdale,Florida,United States,1,VEX V5 Robotics Competition,High School
169652,4154R,U.S.S.R.,中国制造,NSU UNIVERSITY SCHOOL,Fort Lauderdale,Florida,United States,1,VEX V5 Robotics Competition,High School
169650,4154S,U.S.S.R.,Krankenwagen,NSU UNIVERSITY SCHOOL,Fort Lauderdale,Florida,United States,1,VEX V5 Robotics Competition,High School
122300,4154V,U.S.S.R.,Whiskey,NSU UNIVERSITY SCHOOL,Fort Lauderdale,Florida,United States,1,VEX V5 Robotics Competition,High School
17047,4330N,Eureeka NOT,Work in Progress,RANSOM EVERGLADES SCHOOL,Miami,Florida,United States,1,VEX V5 Robotics Competition,High School
172113,6293X,X-ECUTE,,PINECREST ACADEMY CHARTER MIDDLE SCHOOL,Miami,Florida,United States,1,VEX V5 Robotics Competition,High School
